NO,目的派生検索,,NTL,名声,Pt,総名声,総Pt,Type,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
8016,レヴァナントアイ・イーギル,││　││└レヴァナントアイ・イーギル,0,50,"12,030",277,"344,160",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,レヴァナントアイ,レヴァナントアイ・イーギル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6908,コボルド,││　│├コボルド,-3,50,"12,030",257,"332,130",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6986,マガツキ,││　││├マガツキ,-3,50,"12,330",307,"344,460",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,マガツキ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693,レイファルクス,││　│││└レイファルクス,-3,150,"13,560",457,"358,020",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,マガツキ,レイファルクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8121,ヤクトファルクス,││　│││　└ヤクトファルクス,-3,100,"10,560",557,"368,580",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,マガツキ,レイファルクス,ヤクトファルクス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6909,シュトラウス,││　││├シュトラウス,-3,50,"12,030",307,"344,160",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,シュトラウス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7016,バルチャー,││　││├バルチャー,-3,50,"12,630",307,"344,760",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8148,FA金剛,││　│││├FA金剛,-3,50,"12,180",357,"356,940",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,FA金剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8776,FAG金剛,││　││││└FAG金剛,-3,250,"18,010",607,"374,950",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,FA金剛,FAG金剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8778,護衛艦仕様FAG金剛,││　││││　└護衛艦仕様FAG金剛,-3,100,"21,010",707,"395,960",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,FA金剛,FAG金剛,護衛艦仕様FAG金剛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8055,バルチャー改,││　│││└バルチャー改,-3,70,"12,630",377,"357,390",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,バルチャー改,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8090,FAワイバーン,││　│││　└FAワイバーン,-3,70,"12,630",447,"370,020",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,バルチャー,バルチャー改,FAワイバーン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,ドゥルガーI,││　││├ドゥルガーI,-3,50,"12,330",307,"344,460",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,ドゥルガーI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8037,ドゥルガーII,││　│││├ドゥルガーII,-3,70,"12,330",377,"356,790",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,ドゥルガーI,ドゥルガーII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8845,ドゥルガー・ゴールドリッター(AF),││　│││└ドゥルガー・ゴールドリッター(AF),0,300,"120,000",607,"464,460",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,ドゥルガーI,ドゥルガー・ゴールドリッター(AF),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8846,ドゥルガー・ゴールドリッター,││　│││　└ドゥルガー・ゴールドリッター,0,200,"150,000",807,"614,460",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,ドゥルガーI,ドゥルガー・ゴールドリッター(AF),ドゥルガー・ゴールドリッター,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6916,フレズヴェルク,││　││└フレズヴェルク,-3,50,"12,180",307,"344,310",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,フレズヴェルク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8006,フレズヴェルク・アーテル,││　││　└フレズヴェルク・アーテル,-3,50,"14,180",357,"358,490",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,コボルド,フレズヴェルク,フレズヴェルク・アーテル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6893,ラピエール,││　│├ラピエール,0,50,"13,260",257,"333,360",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,ラピエール,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8084,クファンジャル,││　│└クファンジャル,0,70,"12,060",277,"332,160",―,ボール,61式戦車,FAG轟雷,FAGスティレット,スティレット,クファンジャル,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355,FAGバーゼラルド,││　└FAGバーゼラルド,0,5,"150,000",162,"458,040",―,ボール,61式戦車,FAG轟雷,FAGスティレット,FAGバーゼラルド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4664,ガンヘッド,│├ガンヘッド,0,50,"18,010",52,"26,050",―,ボール,61式戦車,ガンヘッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,ハーマン専用61式戦車5型,│├ハーマン専用61式戦車5型,0,5,"3,360",7,"11,400",―,ボール,61式戦車,ハーマン専用61式戦車5型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,ギザ,│├ギザ,0,5,"4,500",7,"12,540",―,ボール,61式戦車,ギザ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,八九式中戦車,│├八九式中戦車,0,60,"5,787",62,"13,827",―,ボール,61式戦車,八九式中戦車,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,チャーチルMk.VII,││├チャーチルMk.VII,0,1,"8,829",63,"22,656",―,ボール,61式戦車,八九式中戦車,チャーチルMk.VII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,IV号戦車,││├IV号戦車,0,1,"5,817",63,"19,644",―,ボール,61式戦車,八九式中戦車,IV号戦車,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,III号突撃砲,││├III号突撃砲,0,1,"5,829",63,"19,656",―,ボール,61式戦車,八九式中戦車,III号突撃砲,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,M3リー,││├M3リー,0,1,"5,823",63,"19,650",―,ボール,61式戦車,八九式中戦車,M3リー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,38(t)戦車,││└38(t)戦車,0,1,"5,817",63,"19,644",―,ボール,61式戦車,八九式中戦車,38(t)戦車,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4866,ロジコマ,│├ロジコマ,-2,20,"5,850",22,"13,890",―,ボール,61式戦車,ロジコマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,フチコマ,││├フチコマ,-2,50,"3,150",72,"17,040",―,ボール,61式戦車,ロジコマ,フチコマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1645,多脚戦車,│││├多脚戦車,-2,30,"2,850",102,"19,890",―,ボール,61式戦車,ロジコマ,フチコマ,多脚戦車,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,シャゴホッド,│││├シャゴホッド,0,50,"16,800",122,"33,840",―,ボール,61式戦車,ロジコマ,フチコマ,シャゴホッド,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,メタルギア・レックス,││││└メタルギア・レックス,0,90,"17,400",212,"51,240",―,ボール,61式戦車,ロジコマ,フチコマ,シャゴホッド,メタルギア・レックス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,メタルギア・レイ,││││　└メタルギア・レイ,0,50,"18,000",262,"69,240",―,ボール,61式戦車,ロジコマ,フチコマ,シャゴホッド,メタルギア・レックス,メタルギア・レイ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3142,ギュゲスD,│││├ギュゲスD,0,10,"5,700",82,"22,740",―,ボール,61式戦車,ロジコマ,フチコマ,ギュゲスD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,タチコマ,│││├タチコマ,-2,1,"3,300",73,"20,340",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1892,タチコマ2nd,││││├タチコマ2nd,-2,1,"4,800",74,"25,140",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,ウチコマ,│││││├ウチコマ,-2,1,"6,600",75,"31,740",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,ウチコマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,タチシルバー,│││││├タチシルバー,-2,1,"6,600",75,"31,740",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,タチシルバー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,タチイエロー,│││││├タチイエロー,-2,1,"6,600",75,"31,740",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,タチイエロー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,ジガバチ,│││││└ジガバチ,0,5,"7,800",79,"32,940",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,ジガバチ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,ジガバチAV,│││││　└ジガバチAV,0,5,"9,000",84,"41,940",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,タチコマ2nd,ジガバチ,ジガバチAV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2837,海自303式強化外骨格,││││├海自303式強化外骨格,0,55,"75,000",128,"95,340",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,海自303式強化外骨格,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8871,X-4+,││││└X-4+,0,50,"21,010",123,"41,350",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,X-4+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8872,X-4+C,││││　└X-4+C,0,50,"24,010",173,"65,360",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,X-4+,X-4+C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8873,X-4RR,││││　　└X-4RR,0,50,"24,010",223,"89,370",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,X-4+,X-4+C,X-4RR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8874,X-4S,││││　　　└X-4S,0,50,"30,010",273,"119,380",―,ボール,61式戦車,ロジコマ,フチコマ,タチコマ,X-4+,X-4+C,X-4RR,X-4S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,HAW206,│││└HAW206,-3,90,"9,000",162,"26,040",―,ボール,61式戦車,ロジコマ,フチコマ,HAW206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,-2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4984,アーマードスーツ,││└アーマードスーツ,0,50,"6,420",22,"13,890",―,ボール,61式戦車,ロジコマ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5216,ガンタンク初期型,│├ガンタンク初期型,0,1,"5,940",3,"13,980",―,ボール,61式戦車,ガンタンク初期型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,ガンタンク,││├ガンタンク,0,1,"8,010",4,"21,990",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3627,僧侶ガンタンク,│││├僧侶ガンタンク,0,50,"12,000",54,"33,990",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,僧侶ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3070,ロト,│││├ロト,0,5,"14,580",9,"36,570",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ロト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,ガンタンクR-44,││││├ガンタンクR-44,0,10,"9,060",19,"45,630",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ロト,ガンタンクR-44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3071,ナシリ専用ロト,││││├ナシリ専用ロト,0,10,"10,890",19,"47,460",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ロト,ナシリ専用ロト,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8574,GFタンク,││││└GFタンク,0,50,"18,900",59,"55,470",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ロト,GFタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,特殊トレーラー,│││├特殊トレーラー,0,1,360,5,"22,350",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,特殊トレーラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3711,陸戦強襲型ガンタンク,│││├陸戦強襲型ガンタンク,0,20,"7,050",24,"29,040",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,陸戦強襲型ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,ガンタンク(ジオン鹵獲機),│││├ガンタンク(ジオン鹵獲機),0,5,"4,200",9,"26,190",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ガンタンク(ジオン鹵獲機),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2605,量産型ガンタンク,│││├量産型ガンタンク,0,1,"7,410",5,"29,400",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,量産型ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2606,MS牽引型ガンタンク,││││└MS牽引型ガンタンク,0,1,"4,200",6,"33,600",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,量産型ガンタンク,MS牽引型ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,ガンタンクII,│││├ガンタンクII,0,1,"9,240",5,"31,230",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ガンタンクII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4807,局地制圧型ガンタンク,││││└局地制圧型ガンタンク,0,1,"4,590",6,"35,820",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,ガンタンクII,局地制圧型ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5029,サンダーボルト仕様ガンタンク,│││└サンダーボルト仕様ガンタンク,0,10,"4,560",14,"26,550",―,ボール,61式戦車,ガンタンク初期型,ガンタンク,サンダーボルト仕様ガンタンク,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,ガンキャノン最初期型ロールアウト1号機,││├ガンキャノン最初期型ロールアウト1号機,0,20,"12,840",23,"26,820",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5986,重装仕様ガンキャノン最初期型,│││├重装仕様ガンキャノン最初期型,0,10,"7,050",33,"33,870",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,重装仕様ガンキャノン最初期型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5475,ガンキャノン最初期型,│││└ガンキャノン最初期型,0,20,"6,840",43,"33,660",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,ガンキャノン最初期型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,ガンキャノン機動試験型,│││　├ガンキャノン機動試験型,0,1,"12,840",44,"46,500",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,ガンキャノン最初期型,ガンキャノン機動試験型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5476,鉄騎兵中隊仕様ガンキャノン最初期型,│││　├鉄騎兵中隊仕様ガンキャノン最初期型,0,1,"6,840",44,"40,500",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,ガンキャノン最初期型,鉄騎兵中隊仕様ガンキャノン最初期型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,鉄騎兵中隊隊長仕様ガンキャノン最初期型,│││　│└鉄騎兵中隊隊長仕様ガンキャノン最初期型,0,10,"6,840",54,"47,340",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,ガンキャノン最初期型,鉄騎兵中隊仕様ガンキャノン最初期型,鉄騎兵中隊隊長仕様ガンキャノン最初期型,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,量産型ガンキャノン,│││　├量産型ガンキャノン,0,1,"8,670",44,"42,330",―,ボール,61式戦車,ガンタンク初期型,ガンキャノン最初期型ロールアウト1号機,ガンキャノン最初期型,量産型ガンキャノン,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
