No,機体名,HP,装甲,運動,索敵,EN,重量,直感,操縦,近,中,遠,NT,コスト,名声,POINT,地上,水中,宇宙,空中,種類1,種類1',種類2,種類2',種類3,種類3',種類4,種類4',種類5,種類5',種類6,種類6',|,特殊能力1,特殊能力2,特殊能力3,特殊能力4,特殊能力5,特殊能力6,特殊能力7,特殊能力8,特殊能力9,①派生元,①隠し武装,①属性,①威力,①弾数,①EN,"①射程
from","①射程
to",①HIT,①特殊効果,②派生元,②隠し武装,②属性,②威力,②弾数,②EN,"②射程
from","②射程
to",②HIT,②特殊効果,③派生元,③隠し武装,③属性,③威力,③弾数,③EN,"③射程
from","③射程
to",③HIT,③特殊効果,④派生元,④隠し武装,④属性,④威力,④弾数,④EN,"④射程
from","④射程
to",④HIT,④特殊効果,,,,,,,,,,
69,ハイザック,336,32,65,55,354,18,0,0,0,100,0,0,24,50,11490,2,-3,2,-4,1,MS系,5,ザク系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,ガンダムMk-II,384,41,94,65,425,18,135,135,135,135,0,0,31,60,21060,2,-3,2,-3,1,MS系,6,ガンダム系,0,エウーゴ・カラバ,I,機動戦士Zガンダム,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,ゲルググJ,336,30,78,72,397,19,0,155,100,155,190,0,27,1,11040,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,B,ポケットの中の戦争,b,ゲルググ系,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,ゾック,400,39,43,64,432,23,0,0,0,165,0,0,38,1,14430,-5,3,-5,-5,1,MS系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,G-3ガンダム,384,35,78,58,408,18,155,155,155,155,0,0,39,15,12660,2,-1,2,-1,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,D,MSV（モビルスーツバリエーション）,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,ギラ・ドーガ,384,43,87,80,425,20,0,175,120,170,170,0,32,50,17070,2,-3,2,-3,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,L,逆襲のシャア,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,ゲルググM,320,31,63,58,372,19,0,165,165,165,0,0,24,1,10860,0,-4,3,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,b,ゲルググ系,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,フルアーマーガンダム,400,43,52,60,408,18,135,165,145,145,0,0,28,10,13980,2,-3,2,-4,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,D,MSV（モビルスーツバリエーション）,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,ケンプファー(強襲),320,26,96,58,408,18,0,0,165,165,0,0,27,50,16860,2,-3,2,-3,1,MS系,9,ジオン・ネオジオン軍・ザフト,B,ポケットの中の戦争,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,アレックス,400,37,78,58,425,18,140,0,120,155,0,2,30,130,17070,2,-3,2,-3,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,B,ポケットの中の戦争,,,,,|,OT時にランダムで攻撃力UP,NT機,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,アッザム,435,39,52,64,460,22,150,150,150,150,0,0,41,1,17640,-5,-5,-5,3,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,リック・ディアス,390,43,87,58,447,18,170,170,170,170,0,0,36,50,21210,2,-3,2,-3,1,MS系,0,エウーゴ・カラバ,I,機動戦士Zガンダム,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,マラサイ,372,37,74,60,315,17,145,145,145,145,0,0,35,50,9610,2,-3,2,-3,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,ビグロ,441,28,87,60,432,24,175,175,160,0,0,0,42,1,16410,-6,-6,3,-6,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,リ・ガズィ,416,53,107,60,460,18,175,175,0,0,0,0,45,80,31830,2,-3,2,-3,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,L,逆襲のシャア,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,ガンダム試作1号機,410,41,83,60,425,18,150,175,175,175,0,0,31,20,20610,3,-4,-4,-3,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,ガンダム試作3号機S,410,41,91,60,425,18,170,180,0,180,180,0,32,20,21150,0,-4,3,-5,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,ガンダム試作2号機(強襲),410,50,70,60,532,22,180,180,180,0,180,0,34,50,22980,2,-5,2,-3,1,MS系,6,ガンダム系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,ガンダム試作1号機Fb,410,41,83,60,425,18,150,175,175,175,0,0,31,40,20610,-4,-5,3,-5,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,グラブロ,492,43,60,60,504,26,100,150,90,100,0,0,45,70,23490,-5,3,-5,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,ガンダム試作4号機(強襲),400,35,86,65,445,19,180,180,180,180,0,0,32,50,15660,2,-4,2,-3,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,ガーベラ・テトラ(強襲),410,41,96,58,425,18,175,190,150,190,0,0,32,1,20610,2,-4,3,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,ガブスレイ,410,52,105,67,460,18,160,185,185,185,185,0,45,100,33240,2,-3,2,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,ギャプラン,422,43,113,70,454,19,150,185,185,185,0,0,46,100,33120,2,-3,2,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,ヴァル・ヴァロ,460,35,100,60,482,22,160,185,0,190,0,0,45,100,19920,-5,-5,3,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,ブラウ・ブロ,452,28,59,75,482,30,175,0,0,0,170,2,43,1,18750,-5,-5,3,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,ジオング,480,43,78,74,496,20,180,0,0,185,185,3,37,30,27630,-5,-5,4,-5,1,MS系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,ザク頭仕様Zガンダム,457,45,95,40,624,19,260,270,200,230,250,1,49,30,21030,2,-5,3,-1,1,MS系,5,ザク系,6,ガンダム系,0,エウーゴ・カラバ,K,機動戦士ガンダムZZ,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,ビグ・ザム,640,52,52,70,510,50,130,200,0,120,205,0,51,40,38010,2,-5,2,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,エルメス,576,33,75,99,530,30,200,150,0,0,185,3,52,120,33610,-5,-5,3,-5,2,MA系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,アッシマー,400,48,98,65,447,19,150,150,190,190,0,0,44,100,21660,2,-3,-5,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,F,量産機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,ハンブラビ,410,48,109,65,454,19,150,150,150,140,0,0,45,100,31860,2,-3,2,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,パーフェクトジオング,617,43,82,74,578,40,185,0,0,185,185,3,44,150,33690,1,-3,3,-5,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,ガンダム試作3号機(強襲),704,48,96,95,532,30,200,200,0,200,200,0,59,50,21840,-6,-6,5,-6,2,MA系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,H,スターダストメモリー,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,ノイエ・ジール,704,56,87,60,532,76,160,200,185,185,190,0,56,80,20880,-6,-6,4,-6,2,MA系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,,,,,,,|,Lサイズ,Iフィールド,対艦効果,OT機,,,,,,有線メガ粒子砲,★有線クローアーム,実弾,140,99,40,0,45,2,シールド無効,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,ガンダムMk-II-NT,470,38,76,70,400,16,200,200,200,200,200,1,38,40,25260,1,-4,1,-2,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,J,Z-MSV,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,ガーベラ・テトラ改,450,45,98,68,425,18,175,190,150,190,0,0,34,150,22680,2,-4,3,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,∀ガンダム,547,65,118,68,763,20,200,200,150,160,150,0,62,270,83070,0,0,3,0,1,MS系,6,ガンダム系,Z,ターンAガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,メッサーラ,442,53,122,65,460,23,190,180,170,180,0,2,48,130,36810,-5,-5,3,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,,,,,,,|,変形機構,スキル一致でNT武器攻撃力増,NT機,,,,,,,大型ビームサーベル,★ビームサーベル,ビーム,125,99,10,0,20,1,機体コストで攻撃力・移動力調整、命中10%増加,アームクロー,★クローアーム,実弾,110,99,20,0,10,1,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,バウンド・ドック,448,59,113,62,478,27,180,190,170,170,0,-1,38,100,38580,2,-3,3,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,,,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,ティターンズ専用ガンダム,365,35,70,63,325,21,150,150,150,150,0,-1,33,30,11610,2,-1,2,-1,1,MS系,8,連邦軍・ティターンズ・地球連合,6,ガンダム系,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,連邦軍仕様ハイザック,360,33,70,65,210,18,0,0,0,100,0,0,31,90,8410,2,-3,2,-3,1,MS系,8,連邦軍・ティターンズ・地球連合,5,ザク系,F,量産機,I,機動戦士Zガンダム,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,ティターンズ専用ガンダムMk-II,384,41,94,65,425,18,135,135,135,135,0,0,41,50,21060,2,-3,2,-4,1,MS系,8,連邦軍・ティターンズ・地球連合,6,ガンダム系,I,機動戦士Zガンダム,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,黒い三連星専用ザクI,288,20,43,52,300,18,10,10,10,0,0,0,28,10,3930,1,-4,1,-3,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,ランバ・ラル専用ザクI,288,20,43,52,300,18,10,35,40,0,0,0,28,10,3930,1,-4,1,-3,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,マ・クベ専用グフ,290,30,52,42,312,18,10,30,30,0,0,0,29,20,8610,3,-3,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,a,グフ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,マツナガ専用ザクII,275,21,43,42,300,18,0,30,0,30,0,0,27,20,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,ライデン専用ザクII,294,21,43,46,300,18,0,30,0,30,0,0,28,25,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,シャア専用ザクII,320,26,61,48,300,18,0,0,0,30,0,0,30,30,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,高機動型ザク改良型,348,28,70,52,340,18,0,65,65,65,0,0,34,1,7350,-4,-4,4,-5,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,黒い三連星専用高機動型ザク,336,26,61,54,326,18,0,60,60,60,0,0,31,40,7350,-4,-5,4,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,マツナガ専用高機動型ザク,316,26,61,42,326,18,0,40,40,40,0,0,21,40,7350,-4,-4,4,-5,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,ギャン,320,30,62,54,354,18,0,100,130,0,0,0,33,20,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,ライデン専用高機動型ザク後期型,348,28,70,54,340,18,0,80,80,80,0,0,24,50,7350,-4,-5,4,-5,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,★ツインメリットコーティング,ー,---,---,---,---,---,---,敵の実弾・ヒート攻撃を軽減、簡易バイオセンサー付き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,ニムバス専用ブルーディスティニー2号機,384,35,91,48,390,18,80,0,80,0,0,0,41,30,14490,5,-5,0,-2,1,MS系,6,ガンダム系,9,ジオン・ネオジオン軍・ザフト,G,戦慄のブルー,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,ガルマ専用ザクII,320,26,48,65,300,18,0,0,0,100,50,0,20,20,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,★ツインメリットコーティング,ー,---,---,---,---,---,---,敵の実弾・ヒート攻撃を軽減、簡易バイオセンサー付き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,ドズル専用ザクII,320,21,43,65,300,18,0,100,0,100,0,0,30,30,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,シャア専用ザク,320,26,61,48,300,18,0,0,0,30,0,0,30,50,6750,2,-3,2,-4,1,MS系,5,ザク系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,ランバ・ラル専用ドム,315,30,59,58,326,18,0,0,100,100,0,0,22,40,10320,3,-2,-5,-3,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,c,ドム系,e,専用機,,,|,,,,,,,,,,,★ツインメリットコーティング,ー,---,---,---,---,---,---,敵の実弾・ヒート攻撃を軽減、簡易バイオセンサー付き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,先行量産型ゲルググ,320,30,61,59,354,19,0,90,115,135,0,0,33,30,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,b,ゲルググ系,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,シャア専用ズゴック,339,30,61,42,333,18,0,0,95,95,0,0,29,50,9630,2,3,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,e,専用機,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,シャア専用リック・ドム,305,29,58,48,326,18,0,0,90,90,0,0,21,40,9810,-3,-4,3,-5,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,c,ドム系,e,専用機,,,|,,,,,,,,,,ヒートサーベル,★ヒートサーベル,ヒート,110,99,10,0,25,2,―,拡散バズーカ,★ジャイアント・バズ,実弾,135,10,20,35,65,1,―,ビームバズーカ,★ビームバズーカ,ビーム,135,99,35,35,65,1,―,ハイブリッドアーマー,★ツインメリットコーティング,ー,---,---,---,---,---,---,敵の実弾・ヒート攻撃を軽減、簡易バイオセンサー付き,,,,,,,,,,
131,ドワッジ改,358,32,72,64,355,18,0,0,145,145,0,0,26,1,11640,3,-2,-5,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,K,機動戦士ガンダムZZ,c,ドム系,F,量産機,,,|,,,,,,,,,,,★ツインメリットコーティング,ー,---,---,---,---,---,---,敵の実弾・ヒート攻撃を軽減、簡易バイオセンサー付き,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,ランバ・ラル専用ギャン,320,30,62,54,354,18,0,100,130,0,0,0,33,20,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,ガトー専用ギャン,320,30,62,54,354,18,0,100,130,0,0,0,30,20,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,シャア専用ギャン,320,30,62,54,354,18,0,100,130,0,0,0,33,40,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,ハイザック・カスタム,345,32,65,90,354,18,160,170,0,175,0,0,32,20,12000,2,-3,2,-4,1,MS系,5,ザク系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,スーパーガンダム,400,41,98,76,460,18,155,155,155,155,0,0,34,20,26640,0,-4,3,1,1,MS系,6,ガンダム系,8,連邦軍・ティターンズ・地球連合,I,機動戦士Zガンダム,,,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,指揮官仕様ゲルググM,352,33,67,58,372,19,0,165,165,165,0,0,34,40,11460,2,-4,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,b,ゲルググ系,F,量産機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,ランバ・ラル専用ゲルググ,320,30,61,54,354,19,0,90,115,135,0,0,33,40,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,b,ゲルググ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,ガトー専用ゲルググ,320,30,61,54,354,19,0,90,115,135,0,0,23,40,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,H,スターダストメモリー,b,ゲルググ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,シャア専用ゲルググ,320,30,61,54,354,19,0,90,115,135,0,0,33,80,10440,2,-3,2,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,A,機動戦士ガンダム,b,ゲルググ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,黒い三連星専用高機動型ギャン,334,30,70,54,310,15,0,130,130,0,0,0,38,40,11580,3,-5,2,-3,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,マツナガ専用高機動型ギャン,334,30,70,54,310,15,0,130,130,0,0,0,39,40,11580,3,-5,2,-3,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,ライデン専用高機動型ギャン,334,30,70,54,310,15,0,130,130,0,0,0,38,40,11580,3,0,3,-3,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,d,ギャン系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,黒い三連星専用高機動型ゲルググ,355,30,74,54,397,19,0,145,125,125,0,0,36,40,11040,1,-3,3,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,b,ゲルググ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,マツナガ専用高機動型ゲルググ,355,30,74,54,397,19,0,145,125,125,0,0,36,40,11040,1,-3,3,-4,1,MS系,9,ジオン・ネオジオン軍・ザフト,D,MSV（モビルスーツバリエーション）,b,ゲルググ系,e,専用機,,,|,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
