No,機体名,★変形flag,ＨＰ,装甲,運動,索敵,ＥＮ,重量,直感,操縦,近,中,遠,名声,NT,SIZE,コスト,クレジット,地上,水中,宇宙,空中,種別
135,ハイザック・カスタム,0,345,32,65,90,354,18,160,170,0,175,0,20,－,Ｍ,32,12000,2,-3,2,-4,MS系／ザク系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム／量産機
136,スーパーガンダム,0,400,41,98,76,460,18,155,155,155,155,0,20,－,Ｍ,34,33280,0,-4,3,1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
137,指揮官仕様ゲルググM,0,352,33,67,58,372,19,0,165,165,165,0,40,－,Ｍ,34,11460,2,-4,2,-4,MS系／ジオン・ネオジオン軍・ザフト／スターダストメモリー／ゲルググ系／量産機
138,ランバ・ラル専用ゲルググ,0,320,30,61,54,354,19,0,90,115,135,0,40,－,Ｍ,33,10440,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ゲルググ系／専用機
139,ガトー専用ゲルググ,0,320,30,61,54,354,19,0,90,115,135,0,40,－,Ｍ,23,10440,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／スターダストメモリー／ゲルググ系／専用機
140,シャア専用ゲルググ,0,320,30,61,54,354,19,0,90,115,135,0,80,－,Ｍ,33,10440,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／ゲルググ系／専用機
141,黒い三連星専用高機動型ギャン,0,334,30,70,54,310,15,0,130,130,0,0,40,－,Ｍ,38,11580,3,-5,2,-3,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ギャン系／専用機
142,マツナガ専用高機動型ギャン,0,334,30,70,54,310,15,0,130,130,0,0,40,－,Ｍ,39,11580,3,-5,2,-3,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ギャン系／専用機
143,ライデン専用高機動型ギャン,0,334,30,70,54,310,15,0,130,130,0,0,40,－,Ｍ,38,11580,3,0,3,-3,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ギャン系／専用機
144,黒い三連星専用高機動型ゲルググ,0,355,30,74,54,397,19,0,145,125,125,0,40,－,Ｍ,36,11040,1,-3,3,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ゲルググ系／専用機
145,マツナガ専用高機動型ゲルググ,0,355,30,74,54,397,19,0,145,125,125,0,40,－,Ｍ,36,11040,1,-3,3,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ゲルググ系／専用機
146,ライデン専用高機動型ゲルググ,0,368,32,78,54,397,19,0,145,125,125,0,50,－,Ｍ,27,11040,1,-3,3,-4,MS系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／ゲルググ系／専用機
147,キャスバル専用ガンダム,0,384,35,70,58,408,18,150,150,150,150,150,120,NT2,Ｍ,35,11490,2,-1,2,-1,MS系／ガンダム系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／専用機
148,連邦軍仕様ハイザック・カスタム,0,345,32,65,90,354,18,160,170,0,175,0,50,－,Ｍ,35,12000,2,-3,2,-4,MS系／ザク系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム／専用機／量産機
149,ティターンズ専用スーパーガンダム,0,400,41,98,76,460,18,155,155,155,155,0,80,－,Ｍ,45,33280,0,-4,3,1,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／Z-MSV／専用機
150,クワトロ専用リック・ディアス,0,390,43,91,58,447,18,170,170,170,170,0,100,－,Ｍ,39,22420,2,-3,2,-4,MS系／エウーゴ・カラバ／機動戦士Zガンダム／専用機
151,シーマ専用ゲルググM,0,352,33,67,58,372,19,0,165,165,165,0,50,－,Ｍ,26,11460,2,-4,2,-4,MS系／ジオン・ネオジオン軍・ザフト／スターダストメモリー／ゲルググ系／専用機
152,ノイエ・ジールII,0,736,59,91,78,532,76,290,250,260,270,260,150,NT4,Ｌ,59,66700,-6,-6,4,-6,MA系／ジオン・ネオジオン軍・ザフト／専用機
153,サイコ・ガンダム,0,736,63,76,70,638,40,220,200,200,200,230,50,強4,Ｌ,62,112520,2,-5,2,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
154,百式,0,432,52,109,90,460,18,180,200,150,150,150,150,－,Ｍ,38,46540,2,-3,2,-3,MS系／ガンダム系／エウーゴ・カラバ／機動戦士Zガンダム
155,Zガンダム,0,448,56,122,82,478,19,250,270,200,230,250,200,NT6,Ｍ,52,54820,2,-3,2,-3,MS系／ガンダム系／エウーゴ・カラバ／機動戦士Zガンダム
156,キュベレイ,0,480,54,126,90,496,18,250,200,205,210,215,140,NT6,Ｍ,42,66580,2,-3,3,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士Zガンダム
157,ジ・O,0,496,63,122,92,496,24,240,200,200,200,200,150,NT3,Ｍ,53,70120,1,-3,4,-5,MS系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
158,ガブスレイ(MA) ,1,410,52,111,67,460,18,160,185,185,185,185,100,－,Ｍ,45,0,-5,-5,4,3,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
159,ギャプラン(MA) ,1,422,43,120,70,454,19,150,185,185,185,0,100,－,Ｍ,46,0,-5,-5,4,3,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム／量産機
160,アッシマー(MA) ,1,400,48,105,65,447,19,150,150,190,190,0,100,－,Ｍ,44,0,-5,-5,-5,4,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム／量産機
161,ハンブラビ(MA) ,1,410,48,115,65,454,19,150,150,150,140,0,100,－,Ｍ,45,0,-5,-5,4,3,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
162,メッサーラ(MA) ,1,442,53,129,65,460,23,190,180,170,180,0,130,NT2,Ｍ,48,0,-5,-5,3,-4,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
163,バウンド・ドック(MA) ,1,448,59,120,62,478,27,180,190,170,170,0,100,強1,Ｍ,38,0,-5,-5,4,3,MA系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
164,サイコ・ガンダム(MA) ,1,736,63,83,70,638,30,220,200,200,200,230,50,強4,Ｌ,62,0,-5,-5,3,3,MA系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
165,ウェイブライダー ,1,448,56,129,82,478,24,250,270,200,230,250,1,NT5,Ｍ,52,0,-6,-6,4,4,MA系／ガンダム系／エウーゴ・カラバ／機動戦士Zガンダム
166,クェス専用ヤクト・ドーガ,0,458,44,94,70,505,21,190,150,160,180,0,20,NT2,Ｍ,37,18870,1,-5,3,-4,MS系／ジオン・ネオジオン軍・ザフト／逆襲のシャア／専用機
167,ギュネイ専用ヤクト・ドーガ,0,458,44,94,70,505,21,190,150,160,180,0,20,強2,Ｍ,37,18870,1,-5,3,-4,MS系／ジオン・ネオジオン軍・ザフト／逆襲のシャア／専用機
168,サザビー,0,482,50,94,85,534,25,210,240,200,180,0,100,NT5,Ｍ,40,32980,2,-4,3,-5,MS系／ジオン・ネオジオン軍・ザフト／逆襲のシャア
169,α・アジール,0,848,65,109,90,710,58,300,230,230,230,240,200,NT4,Ｌ,76,146540,-5,-5,4,-5,MA系／ジオン・ネオジオン軍・ザフト／逆襲のシャア
170,νガンダム,0,474,47,101,92,519,22,260,230,210,220,210,100,NT4,Ｍ,40,36640,2,-5,3,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／逆襲のシャア
171,ガンダムF91,0,478,46,110,90,534,20,280,260,260,270,230,50,NT3,Ｍ,58,36760,2,-3,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF91
172,ザクIII,0,416,56,113,65,460,21,180,170,160,170,0,20,－,Ｍ,46,48940,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
173,EW仕様ウイングガンダムゼロ,0,547,59,118,84,763,16,250,230,220,220,210,50,強5,Ｍ,60,110090,3,-5,2,3,MS系／ガンダム系／新機動戦記ガンダムW
174,Sガンダム,0,496,59,126,60,567,25,190,185,150,170,0,250,－,Ｍ,60,117380,2,-4,2,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムセンチネル
175,Ex-Sガンダム,0,512,61,122,78,567,25,200,210,230,250,260,200,－,Ｍ,62,126650,2,-4,2,-4,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムセンチネル
176,ザビ家専用ビグ・ザム,0,640,52,52,70,510,59,130,200,0,120,205,120,－,Ｌ,52,59680,3,-5,2,-5,MA系／ジオン・ネオジオン軍・ザフト／MSV(モビルスーツバリエーション)／専用機
177,Gクルーザー ,1,512,61,129,78,567,25,0,145,145,145,0,1,－,Ｍ,62,0,-5,-5,4,4,MA系／ガンダム系／連邦軍・ティターンズ・地球連合／ガンダムセンチネル
178,ガルマ専用ドップ,0,128,14,52,35,234,9,0,10,0,15,0,10,－,Ｓ,19,5040,-4,-5,-5,2,ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／専用機／車輌・戦闘機系
179,Gファイター,0,215,30,60,32,200,10,40,30,0,45,40,1,－,Ｍ,22,1350,-4,-4,3,3,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系
180,コア・ブースター,0,283,20,67,40,284,10,20,50,20,0,0,1,－,Ｍ,28,8490,-5,-5,3,2,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系
181,マゼラ・アタック,0,192,15,43,52,212,13,10,30,30,30,0,1,－,Ｓ,21,4980,4,-4,-5,-5,ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／車輌・戦闘機系／量産機
182,ガザC,0,294,24,70,55,326,18,80,90,90,95,0,10,－,Ｍ,32,9120,0,-4,2,-5,MS系／ジオン・ネオジオン軍・ザフト／機動戦士Zガンダム／量産機
183,ガザC(MA) ,1,294,24,76,55,326,18,80,90,90,95,0,10,－,Ｍ,32,0,-5,-5,3,2,MA系／ジオン・ネオジオン軍・ザフト／機動戦士Zガンダム／量産機
184,ZZガンダム,0,500,47,101,82,616,23,220,220,200,200,220,80,NT4,Ｍ,51,49900,2,-4,3,-2,MS系／ガンダム系／エウーゴ・カラバ／機動戦士ガンダムZZ
185,Gフォートレス ,1,500,47,107,82,616,23,220,220,200,200,220,1,NT4,Ｍ,51,0,-5,-5,3,3,MA系／ガンダム系／エウーゴ・カラバ／機動戦士ガンダムZZ
186,Gアーマー,0,450,40,50,52,350,20,165,165,150,150,150,20,－,Ｍ,36,7800,-2,-2,4,4,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系
187,サイコ・ガンダムMk-II,0,784,65,76,80,638,40,290,220,200,260,250,100,強4,Ｌ,64,130160,2,-5,2,-5,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
188,ネオ・バードモード ,1,517,51,111,80,678,16,155,155,155,155,0,1,強1,Ｍ,57,0,-5,-5,3,3,MA系／ガンダム系／新機動戦記ガンダムW
189,サイコ・ガンダムMk-II(MA) ,1,784,65,83,80,638,40,290,220,200,260,250,100,強4,Ｌ,64,0,-5,-5,3,2,MA系／ガンダム系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
190,V2ガンダム,0,480,47,133,75,593,18,250,260,210,230,230,80,－,Ｍ,59,52540,2,0,3,3,MS系／ガンダム系／機動戦士Vガンダム／リガ・ミリティア
191,ガンダムX,0,464,47,86,70,594,17,250,240,230,240,210,150,NT5,Ｍ,47,17610,1,-2,2,0,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／機動新世紀ガンダムX
192,パラス・アテネ,0,422,50,87,78,460,21,190,210,210,200,0,90,－,Ｍ,35,47260,2,-4,2,-4,MS系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
193,バーザム,0,377,41,83,65,425,19,150,175,175,180,0,50,－,Ｍ,30,15630,2,-3,2,-4,MS系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム／量産機
194,バイアラン,0,422,48,113,68,460,18,160,130,160,150,0,100,－,Ｍ,36,48640,-1,-5,3,3,MS系／連邦軍・ティターンズ・地球連合／機動戦士Zガンダム
195,バウ,0,432,54,124,70,460,18,180,190,160,150,0,10,－,Ｍ,38,50980,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
196,ガンダムMk-III,0,400,43,100,63,432,22,200,130,130,0,0,40,NT1,Ｍ,32,25960,2,-3,2,-4,MS系／ガンダム系／エウーゴ・カラバ／Z-MSV
197,ゴッドガンダム,0,564,60,118,72,720,16,240,250,260,230,240,370,強5,Ｍ,71,78760,3,0,2,-4,MS系／ガンダム系／機動武闘伝Gガンダム
198,リ・ガズィ(BWS),0,416,53,113,60,460,18,175,175,0,0,0,80,－,Ｍ,45,49780,-5,-5,4,3,MA系／連邦軍・ティターンズ・地球連合／逆襲のシャア
199,ビギナ・ギナ,0,472,44,103,90,534,18,180,200,220,200,0,130,－,Ｍ,41,31960,2,-3,2,0,MS系／機動戦士ガンダムF91
200,V2アサルトガンダム,0,480,54,106,75,593,18,260,280,230,300,250,100,－,Ｍ,68,52540,2,0,3,3,MS系／ガンダム系／機動戦士Vガンダム／リガ・ミリティア
201,レズン専用ギラ・ドーガ,0,416,45,91,88,425,20,180,185,160,165,165,90,－,Ｍ,44,17070,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／逆襲のシャア／専用機
202,ナイチンゲール,0,563,52,101,90,594,27,250,250,250,250,250,150,NT4,Ｍ,61,52120,0,-4,3,-5,MS系／ジオン・ネオジオン軍・ザフト／ZZ/CCA-MSV
203,コア・ファイター,0,142,15,52,40,235,8,20,50,20,0,0,20,－,Ｍ,20,5710,-5,-5,1,1,連邦軍・ティターンズ・地球連合／機動戦士ガンダム／車輌・戦闘機系／量産機
204,ザクIII改,0,464,59,118,70,478,21,230,210,200,200,200,50,強1,Ｍ,46,58180,2,-3,2,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
205,フルアーマーZZガンダム,0,500,55,84,85,653,23,300,280,255,270,300,150,NT3,Ｍ,55,52420,2,-5,2,-4,MS系／ガンダム系／エウーゴ・カラバ／機動戦士ガンダムZZ
206,ネモ,0,352,35,70,60,397,18,120,130,0,80,0,65,－,Ｍ,37,12660,2,-3,2,-4,MS系／ジム系／エウーゴ・カラバ／機動戦士Zガンダム／量産機
207,ジェガンJ型,0,384,43,87,58,425,19,140,165,150,150,150,1,－,Ｍ,37,17070,1,-4,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／機動戦士ガンダムF91／量産機
208,スタークジェガン,0,409,50,105,89,443,19,185,200,175,185,165,50,－,Ｍ,36,31840,1,-5,2,-5,MS系／ジム系／連邦軍・ティターンズ・地球連合／ZZ/CCA-MSV／ガンダムUC／量産機
209,量産型νガンダムF,0,444,50,115,75,600,21,200,200,150,170,180,1,NT2,Ｍ,42,40020,2,-3,2,-5,MS系／ガンダム系／連邦軍・ティターンズ・地球連合／M-MSV(大河原邦夫コレクション)／量産機
210,青の部隊仕様ディザートザク,0,235,35,55,45,300,13,50,50,100,55,60,30,－,Ｍ,31,6600,4,-3,-5,-4,MS系／ザク系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
211,青の部隊仕様ゲルググ,0,294,30,62,54,310,13,0,90,115,135,0,70,－,Ｍ,31,3720,1,-5,3,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
212,ホワイトベース,0,800,32,43,110,455,130,170,270,130,150,230,100,－,ＬＬ,56,274790,-5,-4,3,2,艦船系／連邦軍・ティターンズ・地球連合／機動戦士ガンダム
213,ドップ,0,115,14,48,35,234,9,0,10,0,15,0,1,－,Ｓ,18,5040,-4,-5,-5,2,ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／車輌・戦闘機系／量産機
214,寒冷地仕様ジム,0,282,26,48,53,312,18,0,20,30,40,0,1,－,Ｍ,26,7830,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／ポケットの中の戦争／量産機
215,ギガン,0,275,17,52,38,283,15,20,35,50,0,0,1,－,Ｍ,26,6750,2,-4,2,-5,MS系／ジオン・ネオジオン軍・ザフト／MS-X(モビルスーツ・ペズン)／量産機
216,ジム・ライトアーマー,0,270,20,52,60,300,18,0,40,45,45,0,1,－,Ｍ,18,7410,2,-3,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／MSV(モビルスーツバリエーション)／量産機
217,ジム改,0,304,29,54,58,333,18,0,50,55,58,0,1,－,Ｍ,21,9630,2,-5,2,-4,MS系／ジム系／連邦軍・ティターンズ・地球連合／スターダストメモリー／量産機
218,ガッシャ,0,336,30,55,58,250,15,0,85,85,85,0,10,－,Ｍ,20,9010,3,-5,2,-2,MS系／ジオン・ネオジオン軍・ザフト／MS-X(モビルスーツ・ペズン)
219,ザメル,0,518,32,65,88,478,27,0,150,0,0,150,30,－,Ｍ,44,26140,4,-3,-5,-5,MS系／ジオン・ネオジオン軍・ザフト／スターダストメモリー／量産機
220,リゲルグ,0,422,52,122,63,460,21,180,200,150,180,175,20,－,Ｍ,37,50860,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ／ゲルググ系／量産機
221,ZプラスC型,0,404,50,109,88,478,21,210,180,150,175,180,100,NT2,Ｍ,47,41260,-5,-5,2,-4,MS系／ガンダム系／エウーゴ・カラバ／ガンダムセンチネル／量産機
222,ZII,0,448,57,124,88,480,18,210,190,180,200,150,200,NT1,Ｍ,56,53740,2,-5,2,-4,MS系／ガンダム系／エウーゴ・カラバ／Z-MSV
223,ムサイ,0,576,27,45,80,920,117,0,220,100,120,180,120,－,ＬＬ,52,52060,-5,-5,3,-5,艦船系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／量産機
224,クィン・マンサ,0,840,58,95,76,770,39,240,200,180,180,210,330,NT5,Ｌ,81,200000,2,-4,2,-5,MS系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダムZZ
225,サラミス,0,576,27,45,95,1020,134,0,240,50,120,180,120,－,ＬＬ,56,52060,-5,-5,3,-5,艦船系／連邦軍・ティターンズ・地球連合／機動戦士ガンダム／量産機
226,ファルメル,0,850,32,34,100,650,45,170,220,100,120,180,50,－,ＬＬ,63,30460,-5,-5,3,-5,艦船系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／専用機
227,マゼラン,0,768,31,40,90,1070,50,150,255,100,100,210,80,－,ＬＬ,74,76060,-5,-5,2,-5,艦船系／連邦軍・ティターンズ・地球連合／機動戦士ガンダム／量産機
228,ザンジバル,0,950,32,30,110,850,60,0,250,120,150,190,100,－,ＬＬ,70,55660,-2,-5,2,0,艦船系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム／量産機
229,グワジン,0,1050,28,26,180,850,80,0,260,100,130,200,100,－,ＬＬ,75,88490,-5,-5,3,-5,艦船系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム
230,ドロス,0,1480,54,30,100,900,200,180,300,175,175,175,180,－,ＬＬ,91,641720,-5,-5,3,-5,艦船系／ジオン・ネオジオン軍・ザフト／機動戦士ガンダム
231,ターンX,0,580,65,115,83,742,20,200,200,150,160,150,220,NT3,Ｍ,63,122870,0,-4,3,0,MS系／ガンダム系／ターンAガンダム
232,シェンロンガンダム,0,431,38,76,64,509,16,230,220,230,210,200,80,－,Ｍ,34,12060,3,0,-3,-2,MS系／ガンダム系／新機動戦記ガンダムW
233,ガルバルディα,0,352,32,70,48,390,18,0,100,100,100,0,1,－,Ｍ,35,10890,2,-3,2,-4,MS系／ジオン・ネオジオン軍・ザフト／MS-X(モビルスーツ・ペズン)
